date,open,high,low,adj_close,volume,close
2010-07-19,8.924286,8.924286,8.557143,7.476313,1024478000,8.770714
2010-07-20,8.675,9.032143,8.571786,7.66841,1074950800,8.996071
2010-07-21,9.4675,9.469643,9.071429,7.739955,1185671200,9.08
2010-07-22,9.202857,9.285714,9.118214,7.885476,645318800,9.250714
2010-07-23,9.181786,9.299286,9.152857,7.913482,533388800,9.283571
2010-07-26,9.285714,9.289286,9.203929,7.893391,420551600,9.26
2010-07-27,9.316786,9.457143,9.296429,8.039518,584771600,9.431429
2010-07-28,9.416786,9.499643,9.294643,7.944535,519985200,9.32
2010-07-29,9.311071,9.380357,9.146429,7.857771,643806800,9.218214
2010-07-30,9.138929,9.275,9.103571,7.831589,448210000,9.1875
2010-08-02,9.301429,9.378214,9.272143,7.971627,428055600,9.351786
2010-08-03,9.321786,9.402143,9.265,7.974065,417653600,9.354643
2010-08-04,9.387143,9.438571,9.296786,8.006034,420375200,9.392143
2010-08-05,9.3475,9.399286,9.305357,7.967061,289097200,9.346429
2010-08-06,9.277857,9.338929,9.201071,7.918048,444897600,9.288929
2010-08-09,9.338571,9.3625,9.270357,7.968585,303128000,9.348214
2010-08-10,9.280357,9.301786,9.198214,7.897347,451920000,9.264643
2010-08-11,9.121429,9.131786,8.921786,7.616658,620054400,8.935357
2010-08-12,8.810357,9.039286,8.79,7.665367,534920400,8.9925
2010-08-13,8.9875,8.995714,8.896071,7.583476,354869200,8.896429
2010-08-16,8.842143,8.928929,8.807857,7.539032,318430000,8.844286
2010-08-17,8.931429,9.093929,8.9,7.670848,422640400,8.998929
2010-08-18,9.012857,9.095357,8.985,7.704338,339696000,9.038214
2010-08-19,9.03,9.052857,8.881429,7.607227,426706000,8.924286
2010-08-20,8.906786,9.068571,8.892857,7.599915,384230000,8.915714
2010-08-23,8.9925,9,8.758929,7.483012,414041600,8.778571
2010-08-24,8.666786,8.678571,8.523214,7.304307,602565600,8.568929
2010-08-25,8.501429,8.713929,8.471429,7.394418,596867600,8.674643
2010-08-26,8.766071,8.776786,8.581429,7.314965,466505200,8.581429
2010-08-27,8.633929,8.664643,8.412857,7.355757,548391200,8.629286
2010-08-30,8.598571,8.776786,8.595714,7.382548,383289200,8.660714
2010-08-31,8.6375,8.734286,8.583929,7.400814,420786800,8.682143
2010-09-01,8.838214,8.980714,8.795714,7.62092,697037600,8.940357
2010-09-02,8.973571,9.006071,8.8775,7.676934,415427600,9.006071
2010-09-03,9.110357,9.242143,9.089286,7.877862,520788800,9.241786
2010-09-07,9.165714,9.268929,9.151786,7.848638,342557600,9.2075
2010-09-08,9.277857,9.4425,9.253571,8.004205,526551200,9.39
2010-09-09,9.465714,9.518571,9.39,8.008769,438575200,9.395357
2010-09-10,9.399643,9.446429,9.335714,8.019121,387542400,9.4075
2010-09-13,9.493571,9.581429,9.491429,8.129631,388780000,9.537143
2010-09-14,9.5075,9.613214,9.482857,8.160684,408150400,9.573571
2010-09-15,9.5775,9.656429,9.565714,8.226438,429368800,9.650714
2010-09-16,9.651429,9.881071,9.625,8.419759,652103200,9.8775
2010-09-17,9.9175,9.927143,9.774286,8.383226,634477200,9.834643
2010-09-20,9.86,10.135,9.851786,8.622513,658677600,10.115357
2010-09-21,10.137857,10.2625,10.099643,8.63895,668074400,10.134643
2010-09-22,10.096786,10.285,10.086071,8.76012,585289600,10.276786
2010-09-23,10.226071,10.455714,10.214286,8.795733,786116800,10.318571
2010-09-24,10.432143,10.483214,10.376786,8.899241,649488000,10.44
2010-09-27,10.499286,10.526071,10.393214,8.863931,482834800,10.398571
2010-09-28,10.420357,10.420357,9.821429,8.733021,1035042400,10.245
2010-09-29,10.258214,10.350357,10.214286,8.748548,469644000,10.263214
2010-09-30,10.321429,10.357143,10.044643,8.638343,673391600,10.133929
2010-10-01,10.219643,10.235,10.048214,8.600896,448142800,10.09
2010-10-04,10.057143,10.103571,9.920357,8.482776,435302000,9.951429
2010-10-05,10.071429,10.3375,10.065,8.796344,501967200,10.319286
2010-10-06,10.3425,10.428214,10.187857,8.803955,670868800,10.328214
2010-10-07,10.369286,10.374286,10.246786,8.804869,408399600,10.329286
2010-10-08,10.418214,10.517857,10.357143,8.952519,658403200,10.5025
2010-10-11,10.526429,10.615714,10.521429,8.991787,427753200,10.548571
2010-10-12,10.550357,10.696429,10.446071,9.088602,558544000,10.662143
2010-10-13,10.721429,10.784286,10.707143,9.137312,630092400,10.719286
2010-10-14,10.774643,10.8025,10.728571,9.203374,435296400,10.796786
2010-10-15,10.98,11.25,10.889643,9.581786,922194000,11.240714
2010-10-18,11.373929,11.392857,11.224643,9.681034,1093010800,11.357143
2010-10-19,10.835714,11.206071,10.715,9.421956,1232784000,11.053214
2010-10-20,11.035714,11.223214,10.959643,9.45362,721624400,11.090357
2010-10-21,11.155714,11.240714,10.957143,9.422871,551460000,11.054286
2010-10-22,11.038214,11.072857,10.939286,9.360464,372778000,10.981071
2010-10-25,11.038929,11.128571,11.015714,9.402168,392462000,11.03
2010-10-26,10.959643,11.062143,10.916071,9.378119,392929600,11.001786
2010-10-27,10.9875,11.067857,10.914286,9.371423,399002800,10.993929
2010-10-28,10.998214,11,10.746429,9.292577,551051200,10.901429
2010-10-29,10.865357,10.924286,10.745357,9.162882,430511200,10.749286
2010-11-01,10.793571,10.914286,10.792857,9.260302,423889200,10.863571
2010-11-02,10.964286,11.078214,10.964286,9.418001,433930000,11.048571
2010-11-03,11.120357,11.174286,11.018929,9.522727,508348400,11.171429
2010-11-04,11.266071,11.435,11.251071,9.689251,642488000,11.366786
2010-11-05,11.356786,11.413214,11.3125,9.654547,361253200,11.326071
2010-11-08,11.328571,11.420357,11.312857,9.699907,281758400,11.379286
2010-11-09,11.466071,11.475,11.232143,9.62258,383544000,11.288571
2010-11-10,11.308571,11.384643,11.198214,9.681946,384227200,11.358214
2010-11-11,11.25,11.371429,11.223214,9.639934,361284000,11.308929
2010-11-12,11.285714,11.303571,10.843929,9.377512,795846800,11.001071
2010-11-15,11.016429,11.090714,10.938214,9.34737,403606000,10.965714
2010-11-16,10.918571,10.985714,10.69,9.181453,657650000,10.771071
2010-11-17,10.757143,10.856786,10.634286,9.148271,479449600,10.732143
2010-11-18,10.9,11.059643,10.881786,9.389686,494491200,11.015357
2010-11-19,10.998929,11.014286,10.901429,9.337934,384843200,10.954643
2010-11-22,10.952857,11.191429,10.923929,9.539774,393075200,11.191429
2010-11-23,11.0875,11.133929,10.948571,9.398818,519447600,11.026071
2010-11-24,11.142857,11.264286,11.133929,9.583609,413725200,11.242857
2010-11-26,11.205,11.346429,11.176429,9.589702,237585600,11.25
2010-11-29,11.267857,11.338571,11.120714,9.64663,445785200,11.316786
2010-11-30,11.197857,11.227143,11.1025,9.472498,501858000,11.1125
2010-12-01,11.259643,11.348214,11.25,9.63232,461750800,11.3
2010-12-02,11.340357,11.392857,11.246071,9.6856,462837200,11.3625
2010-12-03,11.321786,11.380357,11.297857,9.663985,342092800,11.337143
2010-12-06,11.38,11.511786,11.372143,9.746488,448481600,11.433929
2010-12-07,11.564286,11.571071,11.361429,9.687426,391454000,11.364643
2010-12-08,11.415357,11.465,11.325357,9.772667,321935600,11.464643
2010-12-09,11.504643,11.517857,11.393571,9.734616,294151200,11.42
2010-12-10,11.416071,11.466071,11.378571,9.758965,262511200,11.448571
2010-12-13,11.584643,11.609286,11.464286,9.792762,439815600,11.488214
2010-12-14,11.490357,11.519286,11.392857,9.750749,351008000,11.438929
2010-12-15,11.428571,11.535714,11.399643,9.752879,417312000,11.441429
2010-12-16,11.4675,11.521786,11.432143,9.779972,322030800,11.473214
2010-12-17,11.486786,11.4925,11.436786,9.760489,386929200,11.450357
2010-12-20,11.485714,11.544643,11.365357,9.809197,385610400,11.5075
2010-12-21,11.535714,11.585357,11.501786,9.869781,256354000,11.578571
2010-12-22,11.584286,11.632857,11.555357,9.899007,265921600,11.612857
2010-12-23,11.607143,11.6125,11.541786,9.851515,223157200,11.557143
2010-12-27,11.530357,11.622857,11.482857,9.884394,249816000,11.595714
2010-12-28,11.639643,11.666429,11.609286,9.908445,175924000,11.623929
2010-12-29,11.650714,11.658929,11.610714,9.902965,163139200,11.6175
2010-12-30,11.624286,11.625357,11.5375,9.853346,157494400,11.559286
2010-12-31,11.533929,11.552857,11.475357,9.819854,193508000,11.52
2011-01-03,11.63,11.795,11.601429,10.033265,445138400,11.770357
2011-01-04,11.872857,11.875,11.719643,10.085627,309080800,11.831786
2011-01-05,11.769643,11.940714,11.767857,10.168127,255519600,11.928571
2011-01-06,11.954286,11.973214,11.889286,10.15991,300428800,11.918929
2011-01-07,11.928214,12.0125,11.853571,10.232665,311931200,12.004286
2011-01-10,12.101071,12.258214,12.041786,10.425377,448560000,12.230357
2011-01-11,12.317143,12.32,12.123929,10.400711,444108000,12.201429
2011-01-12,12.258929,12.301071,12.214286,10.485347,302590400,12.300714
2011-01-13,12.327143,12.38,12.280357,10.523708,296780400,12.345714
2011-01-14,12.353214,12.445714,12.301429,10.60895,308840000,12.445714
2011-01-18,11.768571,12.312857,11.642857,10.370579,1880998000,12.166071
2011-01-19,12.441071,12.45,12.031429,10.315475,1135612800,12.101429
2011-01-20,12.015357,12.082143,11.79,10.127943,764789200,11.881429
2011-01-21,11.920357,11.96,11.665357,9.9465,754401200,11.668571
2011-01-24,11.673929,12.051786,11.668571,10.273158,574683200,12.051786
2011-01-25,12.011786,12.194286,11.948929,10.39341,546868000,12.192857
2011-01-26,12.248571,12.342857,12.196429,10.467998,506875600,12.280357
2011-01-27,12.277857,12.310357,12.243929,10.44851,285026000,12.2575
2011-01-28,12.291786,12.3,11.911786,10.232059,592057200,12.003571
2011-01-31,11.992857,12.144286,11.939286,10.330085,377246800,12.118571
2011-02-01,12.189286,12.344643,12.177857,10.503917,426633200,12.3225
2011-02-02,12.301786,12.330357,12.269643,10.482305,258955200,12.297143
2011-02-03,12.278571,12.294286,12.091071,10.455517,393797600,12.265714
2011-02-04,12.272857,12.382143,12.268214,10.548673,321840400,12.375
2011-02-07,12.424643,12.616071,12.415714,10.712455,485021600,12.567143
2011-02-08,12.631429,12.697143,12.576786,10.813526,381040800,12.685714
2011-02-09,12.685357,12.821429,12.673929,10.903642,482745200,12.791429
2011-02-10,12.763929,12.857143,12.428571,10.793436,928550000,12.662143
2011-02-11,12.669643,12.778571,12.626429,10.863761,367572800,12.744643
2011-02-14,12.7425,12.838571,12.739643,10.934695,310416400,12.827857
2011-02-15,12.828214,12.856071,12.769643,10.956614,284174800,12.853571
2011-02-16,12.885714,13.032143,12.875,11.054946,481157600,12.968929
2011-02-17,12.758929,12.866786,12.732857,10.907907,530583200,12.796429
2011-02-18,12.811071,12.839286,12.482857,10.672272,816057200,12.52
2011-02-22,12.219643,12.335714,12.061429,10.308474,872555600,12.093214
2011-02-23,12.098929,12.308571,12.093214,10.43055,671854400,12.236429
2011-02-24,12.286429,12.326786,12.084643,10.438469,499900800,12.245714
2011-02-25,12.330714,12.443929,12.314286,10.599207,380018800,12.434286
2011-02-28,12.544286,12.680357,12.54,10.752946,403074000,12.614643
2011-03-01,12.695357,12.704286,12.417143,10.634218,456136800,12.475357
2011-03-02,12.498571,12.655357,12.442857,10.719765,602590800,12.575714
2011-03-03,12.756786,12.849643,12.711429,10.946262,500788400,12.841429
2011-03-04,12.859643,12.8675,12.776786,10.959661,453266800,12.857143
2011-03-07,12.907143,12.916786,12.546786,10.818401,546123200,12.691429
2011-03-08,12.675357,12.764286,12.580357,10.830576,356316800,12.705714
2011-03-09,12.6675,12.67,12.521429,10.730415,453306000,12.588214
2011-03-10,12.468571,12.491786,12.317857,10.55385,507539200,12.381071
2011-03-11,12.333214,12.582857,12.321429,10.715805,471080400,12.571071
2011-03-14,12.613571,12.731429,12.546786,10.7636,435957200,12.627143
2011-03-15,12.217857,12.422857,12.146429,10.516098,721081200,12.336786
2011-03-16,12.214286,12.25,11.652143,10.046659,1162011200,11.786071
2011-03-17,12.029643,12.128929,11.809286,10.187614,659422400,11.951429
2011-03-18,12.040357,12.078571,11.785714,10.066751,753214000,11.809643
2011-03-21,11.999643,12.133571,11.973571,10.329477,409402000,12.117857
2011-03-22,12.234286,12.236429,12.112143,10.387321,325922800,12.185714
2011-03-23,12.117143,12.150714,11.998214,10.326129,372996400,12.113929
2011-03-24,12.208929,12.357143,12.102143,10.502092,404712000,12.320357
2011-03-25,12.431071,12.573571,12.393571,10.702106,448910000,12.555
2011-03-28,12.6125,12.654286,12.515714,10.668618,309355200,12.515714
2011-03-29,12.416429,12.534286,12.359286,10.684449,352900800,12.534286
2011-03-30,12.522857,12.531429,12.408571,10.613514,329406000,12.451071
2011-03-31,12.37,12.492857,12.359286,10.609861,274019200,12.446786
2011-04-01,12.539643,12.556786,12.260714,10.48961,418661600,12.305714
2011-04-04,12.296786,12.307143,12.085714,10.387015,460084800,12.185357
2011-04-05,12.035357,12.223214,12,10.316994,482731200,12.103214
2011-04-06,12.186429,12.282143,12.040714,10.291121,402539200,12.072857
2011-04-07,12.075,12.158214,12.001071,10.292336,373447200,12.074286
2011-04-08,12.14,12.148214,11.926786,10.200397,377535200,11.966429
2011-04-11,11.930714,11.988214,11.786429,10.07071,398946800,11.814286
2011-04-12,11.803214,11.918929,11.792857,10.11942,425639200,11.871429
2011-04-13,11.965,12.005,11.875714,10.232971,346220000,12.004643
2011-04-14,11.957143,12,11.859286,10.120026,301800800,11.872143
2011-04-15,11.903571,11.915714,11.671429,9.969026,453605600,11.695
2011-04-18,11.646429,11.865357,11.434286,10.102673,609898800,11.851786
2011-04-19,11.896429,12.070714,11.846786,10.28564,419378400,12.066429
2011-04-20,12.268214,12.348214,12.196429,10.42416,700666400,12.228929
2011-04-21,12.678571,12.683214,12.447143,10.676535,753810400,12.525
2011-04-25,12.512143,12.633929,12.510714,10.746861,266546000,12.6075
2011-04-26,12.629286,12.678214,12.476786,10.668008,338800000,12.515
2011-04-27,12.58,12.583929,12.396429,10.659788,356213200,12.505357
2011-04-28,12.363929,12.491071,12.34,10.556282,360959200,12.383929
2011-04-29,12.385,12.641071,12.381071,10.65918,1006345200,12.504643
2011-05-02,12.490714,12.516786,12.339286,10.54197,442713600,12.367143
2011-05-03,12.428214,12.496071,12.343571,10.600423,313348000,12.435714
2011-05-04,12.437857,12.565357,12.388571,10.642133,389250400,12.484643
2011-05-05,12.442857,12.533929,12.358929,10.556282,335969200,12.383929
2011-05-06,12.488929,12.5,12.364643,10.553541,280134400,12.380714
2011-05-09,12.423571,12.471429,12.376071,10.582159,204747200,12.414286
2011-05-10,12.460357,12.488929,12.380714,10.638478,282091600,12.480357
2011-05-11,12.465,12.5,12.33,10.570894,336000000,12.401071
2011-05-12,12.361429,12.397143,12.223929,10.550801,322000000,12.3775
2011-05-13,12.345,12.366071,12.155357,10.366012,326116000,12.160714
2011-05-16,12.114286,12.186429,11.878571,10.146814,449775200,11.903571
2011-05-17,11.857143,12.005,11.811786,10.233278,452334400,12.005
2011-05-18,12.016786,12.180357,12,10.346828,334776400,12.138214
2011-05-19,12.217143,12.228929,12.095357,10.366922,261170000,12.161786
2011-05-20,12.127143,12.176786,11.965,10.20527,337968400,11.972143
2011-05-23,11.784643,11.999286,11.765,10.180306,383600000,11.942857
2011-05-24,11.982143,11.996429,11.833571,10.113027,321927200,11.863929
2011-05-25,11.908214,12.091429,11.8875,10.25276,294224000,12.027857
2011-05-26,11.998929,12.031786,11.943929,10.19857,222560800,11.964286
2011-05-27,11.957143,12.058214,11.939643,10.27194,203599200,12.050357
2011-05-31,12.182143,12.4225,12.178571,10.589161,417754400,12.4225
2011-06-01,12.459643,12.576071,12.308929,10.518534,554682800,12.339643
2011-06-02,12.375,12.427857,12.296429,10.536492,338783200,12.360714
2011-06-03,12.256429,12.333214,12.214643,10.455517,313250000,12.265714
2011-06-06,12.346429,12.394643,12.064643,10.291121,461941200,12.072857
2011-06-07,12.0775,12.079286,11.853571,10.108457,529785200,11.858571
2011-06-08,11.849286,11.957143,11.808929,10.114551,333723600,11.865714
2011-06-09,11.901786,11.916786,11.8125,10.091713,275088800,11.838929
2011-06-10,11.805357,11.845,11.625357,9.921535,433955200,11.639286
2011-06-13,11.685714,11.725357,11.609643,9.942846,329473200,11.664286
2011-06-14,11.785714,11.901786,11.761071,10.120638,334569200,11.872857
2011-06-15,11.776786,11.796429,11.602857,9.947412,399196000,11.669643
2011-06-16,11.675,11.738571,11.368929,9.899007,510591200,11.612857
2011-06-17,11.749643,11.758929,11.405714,9.749835,615020000,11.437857
2011-06-20,11.334286,11.346429,11.089286,9.599442,640645600,11.261429
2011-06-21,11.31,11.635714,11.257143,9.903268,493382400,11.617857
2011-06-22,11.612857,11.746429,11.513571,9.821377,390583200,11.521786
2011-06-23,11.390714,11.846071,11.361429,10.083797,559759200,11.829643
2011-06-24,11.834643,11.898214,11.610357,9.935232,439807200,11.655357
2011-06-27,11.699643,11.925,11.6875,10.108457,339813600,11.858571
2011-06-28,11.916071,12.025,11.908571,10.206487,294299600,11.973571
2011-06-29,12.001429,12.013214,11.852857,10.169345,352545200,11.93
2011-06-30,11.953571,12.004643,11.887143,10.21897,322954800,11.988214
2011-07-01,11.998214,12.267857,11.935714,10.450036,435313200,12.259286
2011-07-05,12.25,12.493929,12.232143,10.637871,355054000,12.479643
2011-07-06,12.4625,12.646429,12.3825,10.708801,444626000,12.562857
2011-07-07,12.666786,12.785714,12.642857,10.874417,399663600,12.757143
2011-07-08,12.619286,12.857143,12.578571,10.950831,489633200,12.846786
2011-07-11,12.726429,12.848929,12.600714,10.776996,442674400,12.642857
2011-07-12,12.626071,12.774286,12.450714,10.769385,451609200,12.633929
2011-07-13,12.7975,12.857143,12.727857,10.89938,391638800,12.786429
2011-07-14,12.893214,12.914643,12.726429,10.891771,430533600,12.7775
2011-07-15,12.898929,13.035714,12.8275,11.109441,484467200,13.032857
2011-07-18,13.051071,13.380357,13.045714,11.379778,572653200,13.35
2011-07-19,13.5,13.523214,13.332857,11.472631,819145600,13.458929
2011-07-20,14.147143,14.1525,13.785714,11.778587,941340400,13.817857
2011-07-21,13.819643,13.930714,13.710714,11.790462,526534400,13.831786
